distance,task,isComparisonCorrect,workerId,isPercentCorrect,chart,time,dataSize,timeMid
0.07,COMP,1,A3TN3GQAO61BVB,1,LL,7.07,75,4.358
0.08,COMP,1,A3TN3GQAO61BVB,1,LL,8.026,75,4.978
0.02,COMP,1,A3TN3GQAO61BVB,1,LL,7.984,75,4.422
0.02,COMP,1,A3TN3GQAO61BVB,1,LL,22.43,300,20.846
0.03,COMP,1,A32QWM7BWCSPTS,1,ZP,34.262,300,6.171
0.07,COMP,1,A32QWM7BWCSPTS,1,ZP,19.921,75,4.528
0.22,COMP,1,A32QWM7BWCSPTS,0,ZP,15.933,150,5.416
0.03,COMP,1,A32QWM7BWCSPTS,1,ZP,12.924,150,2.531
0.13,COMP,1,A32QWM7BWCSPTS,0,ZP,14.461,75,2.457
0.12,COMP,1,A32QWM7BWCSPTS,0,ZP,9.673,75,3.21
0.03,COMP,1,A32QWM7BWCSPTS,1,ZP,16.105,150,2.888
0.17,COMP,1,A32QWM7BWCSPTS,0,ZP,8.404,75,3.254
0.68,COMP,1,A32QWM7BWCSPTS,0,ZP,20.638,75,3.313
0.22,COMP,1,A32QWM7BWCSPTS,0,ZP,16.171,75,2.375
0.03,COMP,1,A32QWM7BWCSPTS,1,ZP,25.517,300,5.893
0.03,COMP,1,A32QWM7BWCSPTS,1,ZP,17.137,300,5.84
0.07,COMP,1,A32QWM7BWCSPTS,1,ZP,16.607,150,2.813
0.02,COMP,1,A32QWM7BWCSPTS,1,ZP,9.893,75,1.983
0.03,COMP,1,A32QWM7BWCSPTS,1,ZP,4.339,300,2.477
0.03,COMP,1,A32QWM7BWCSPTS,1,ZP,10.988,75,2.087
0.03,COMP,1,A32QWM7BWCSPTS,1,ZP,4.913,300,3.027
0.02,COMP,1,A32QWM7BWCSPTS,1,ZP,9.984,150,2.268
0.02,COMP,1,A32QWM7BWCSPTS,1,ZP,14.128,150,3.322
0.07,COMP,1,A32QWM7BWCSPTS,1,ZP,19.343,300,1.864
0.07,COMP,1,A32QWM7BWCSPTS,1,ZP,16.709,75,4.557
0.02,COMP,1,A32QWM7BWCSPTS,1,ZP,15.023,150,3.016
0.03,COMP,1,A32QWM7BWCSPTS,1,ZP,17.331,150,1.738
0.02,COMP,1,A32QWM7BWCSPTS,1,ZP,10.351,300,3.005
0.07,COMP,1,A32QWM7BWCSPTS,1,ZP,11.972,150,2.582
0.02,COMP,1,A32QWM7BWCSPTS,1,ZP,14.45,300,2.792
0.08,COMP,1,A32QWM7BWCSPTS,1,ZP,5.279,300,2.329
0.02,COMP,1,A32QWM7BWCSPTS,1,ZP,4.814,300,2.929
0.52,COMP,1,A32QWM7BWCSPTS,0,ZP,15.078,75,4.54
0.63,COMP,1,A32QWM7BWCSPTS,0,ZP,11.05,150,3.023
0.02,COMP,1,AA9V4NE8SOA4I,1,KB,13.61,300,5.108
0.02,COMP,1,AA9V4NE8SOA4I,1,KB,7.034,300,5.243
0.07,COMP,1,AA9V4NE8SOA4I,1,KB,9.818,150,2.11
0.02,COMP,1,AA9V4NE8SOA4I,1,KB,6.156,150,2.914
0.03,COMP,1,AA9V4NE8SOA4I,1,KB,7.983,75,2.429
0.12,COMP,1,AA9V4NE8SOA4I,0,KB,7.153,75,4.712
0.02,COMP,1,AA9V4NE8SOA4I,1,KB,5.63,150,2.49
0.08,COMP,1,AA9V4NE8SOA4I,1,KB,5.006,150,3.926
0.02,COMP,1,AA9V4NE8SOA4I,1,KB,12.306,150,7.947
0.02,COMP,1,AA9V4NE8SOA4I,1,KB,8.6,75,5.255
0.02,COMP,1,AA9V4NE8SOA4I,1,KB,10.268,75,2.717
0.12,COMP,1,AA9V4NE8SOA4I,0,KB,6.483,300,4.414
0.22,COMP,1,AA9V4NE8SOA4I,0,KB,5.672,75,4.147
0.02,COMP,1,AA9V4NE8SOA4I,1,KB,6.549,150,2.191
0.03,COMP,1,AA9V4NE8SOA4I,1,KB,5.663,75,2.757
0.27,COMP,1,AA9V4NE8SOA4I,0,KB,5.874,300,2.515
0.03,COMP,1,AA9V4NE8SOA4I,1,KB,3.841,150,2.234
0.23,COMP,1,AA9V4NE8SOA4I,0,KB,6.199,75,4.862
0.07,COMP,1,AA9V4NE8SOA4I,1,KB,7.318,300,3.091
0.32,COMP,1,AA9V4NE8SOA4I,0,KB,5.563,75,2.201
0.07,COMP,1,AA9V4NE8SOA4I,1,KB,6.022,75,2.468
0.02,COMP,1,AA9V4NE8SOA4I,1,KB,6.608,300,2.06
0.02,COMP,1,AA9V4NE8SOA4I,1,KB,5.907,150,2.239
0.23,COMP,1,AA9V4NE8SOA4I,0,KB,4.46,300,2.273
0.03,COMP,1,AA9V4NE8SOA4I,1,KB,4.848,300,3.164
0.12,COMP,1,AA9V4NE8SOA4I,0,KB,4.817,150,2.079
0.08,COMP,1,AA9V4NE8SOA4I,1,KB,6.518,300,2.287
0.13,COMP,1,AA9V4NE8SOA4I,0,KB,4.698,75,2.919
0.23,COMP,1,AA9V4NE8SOA4I,0,KB,4.862,150,3.668
0.02,COMP,1,AA9V4NE8SOA4I,1,KB,9.367,300,4.046
0.38,COMP,1,AA4KKLIU4C3NY,0,WB,16.367,75,11.295
0.03,COMP,1,AA4KKLIU4C3NY,1,WB,9.123,150,5.635
0.23,COMP,1,AA4KKLIU4C3NY,0,WB,6.35,300,3.711
0.02,COMP,1,AA4KKLIU4C3NY,1,WB,5.298,150,3.618
0.27,COMP,1,AA4KKLIU4C3NY,0,WB,10.77,75,8.314
0.07,COMP,1,AA4KKLIU4C3NY,1,WB,6.74,300,4.743
0.18,COMP,1,AA4KKLIU4C3NY,0,WB,5.38,75,3.189
0.12,COMP,1,AA4KKLIU4C3NY,0,WB,5.166,75,3.607
0.02,COMP,1,AA4KKLIU4C3NY,1,WB,6.139,300,4.524
0.22,COMP,1,AA4KKLIU4C3NY,0,WB,6.144,150,3.601
0.17,COMP,1,AA4KKLIU4C3NY,0,WB,8.494,75,4.895
0.07,COMP,1,AA4KKLIU4C3NY,1,WB,5.722,300,4.027
0.07,COMP,1,AA4KKLIU4C3NY,1,WB,5.007,75,3.122
0.03,COMP,0,AA4KKLIU4C3NY,1,WB,7.957,75,6.157
0.02,COMP,1,AA4KKLIU4C3NY,1,WB,3.51,75,2.319
0.02,COMP,1,AA4KKLIU4C3NY,1,WB,4.648,150,3.177
0.23,COMP,1,AA4KKLIU4C3NY,0,WB,4.207,75,2.544
0.08,COMP,1,AA4KKLIU4C3NY,1,WB,5.802,150,4.474
0.07,COMP,1,AA4KKLIU4C3NY,1,WB,6.684,300,5.02
0.07,COMP,1,AA4KKLIU4C3NY,1,WB,5.852,300,4.292
0.02,COMP,1,AA4KKLIU4C3NY,1,WB,5.847,300,3.814
0.62,COMP,1,AA4KKLIU4C3NY,0,WB,6.325,150,4.237
0.32,COMP,1,AA4KKLIU4C3NY,0,WB,7.269,150,5.542
0.03,COMP,1,AA4KKLIU4C3NY,1,WB,5.389,300,3.646
0.38,COMP,1,AA4KKLIU4C3NY,0,WB,4.511,150,3.064
0.07,COMP,1,AA4KKLIU4C3NY,1,WB,4.534,75,3.366
0.02,COMP,1,AA4KKLIU4C3NY,1,WB,4.501,150,3.032
0.08,COMP,1,AA4KKLIU4C3NY,1,WB,7.116,300,5.493
0.18,COMP,1,AA4KKLIU4C3NY,0,WB,5.346,150,4.115
0.02,COMP,0,AA4KKLIU4C3NY,1,WB,4.39,300,2.39
0.52,COMP,1,A2TBXASXZIRNNW,0,PB,4.823,150,3.745
0.03,COMP,0,A2TBXASXZIRNNW,1,PB,6.571,300,5.488
0.28,COMP,1,A2TBXASXZIRNNW,0,PB,6.983,150,4.699
0.02,COMP,1,A2TBXASXZIRNNW,1,PB,4.759,150,3.153
0.48,COMP,1,A2TBXASXZIRNNW,0,PB,3.375,300,2.582
0.02,COMP,1,A2TBXASXZIRNNW,1,PB,3.32,150,2.498
0.37,COMP,0,A2TBXASXZIRNNW,0,PB,3.856,150,2.694
0.37,COMP,1,A2TBXASXZIRNNW,0,PB,5.012,300,3.824
0.28,COMP,0,A2TBXASXZIRNNW,0,PB,5.976,150,3.937
0.12,COMP,0,A2TBXASXZIRNNW,0,PB,4.766,75,3.162
0.03,COMP,0,A2TBXASXZIRNNW,1,PB,5.999,75,3.446
0.33,COMP,1,A2TBXASXZIRNNW,0,PB,6.059,150,5.33
0.22,COMP,1,A2TBXASXZIRNNW,0,PB,4.521,300,2.689
0.37,COMP,0,A2TBXASXZIRNNW,0,PB,4.254,300,3.18
0.17,COMP,1,A2TBXASXZIRNNW,0,PB,3.474,75,1.942
0.22,COMP,0,A2TBXASXZIRNNW,0,PB,5.479,300,3.606
0.43,COMP,1,A2TBXASXZIRNNW,0,PB,5.946,75,4.357
0.52,COMP,0,A2TBXASXZIRNNW,0,PB,3.487,300,2.678
0.38,COMP,0,A2TBXASXZIRNNW,0,PB,3.342,300,2.575
0.03,COMP,0,A2TBXASXZIRNNW,1,PB,3.508,75,2.478
0.13,COMP,1,A2TBXASXZIRNNW,0,PB,4.046,300,2.318
0.03,COMP,0,A2TBXASXZIRNNW,1,PB,4.028,75,3.071
0.42,COMP,1,A2TBXASXZIRNNW,0,PB,5.619,150,4.462
0.17,COMP,1,A2TBXASXZIRNNW,0,PB,4.984,150,3.513
0.03,COMP,0,A2TBXASXZIRNNW,1,PB,4.412,150,2.942
0.12,COMP,1,A2TBXASXZIRNNW,0,PB,5.76,75,2.996
0.17,COMP,0,A2TBXASXZIRNNW,0,PB,4.352,75,2.535
0.37,COMP,1,A2TBXASXZIRNNW,0,PB,5.123,75,3.067
0.53,COMP,0,A2TBXASXZIRNNW,0,PB,4.387,300,3.117
0.32,COMP,0,A2TBXASXZIRNNW,0,PB,6.551,75,4.045
0.07,COMP,1,A1BWS5AD2T4NIR,1,ZP,5.671,300,2.621
0.03,COMP,1,A1BWS5AD2T4NIR,1,ZP,5.838,300,2.268
0.03,COMP,1,A1BWS5AD2T4NIR,1,ZP,6.01,150,3.018
0.02,COMP,1,A1BWS5AD2T4NIR,1,ZP,9.03,150,2.247
0.07,COMP,1,A1BWS5AD2T4NIR,1,ZP,6.202,75,2.115
0.18,COMP,1,A1BWS5AD2T4NIR,0,ZP,7.219,150,3.511
0.03,COMP,1,A1BWS5AD2T4NIR,1,ZP,4.772,150,1.864
0.02,COMP,1,A1BWS5AD2T4NIR,1,ZP,6.544,300,2.546
0.02,COMP,1,A1BWS5AD2T4NIR,1,ZP,4.756,300,2.227
0.17,COMP,1,A1BWS5AD2T4NIR,0,ZP,4.053,75,1.924
0.13,COMP,1,A1BWS5AD2T4NIR,0,ZP,5.98,300,3.108
0.03,COMP,1,A1BWS5AD2T4NIR,1,ZP,6.653,150,2.368
0.03,COMP,1,A1BWS5AD2T4NIR,1,ZP,6.021,150,1.915
0.02,COMP,1,A1BWS5AD2T4NIR,1,ZP,4.845,300,1.932
0.07,COMP,1,A1BWS5AD2T4NIR,1,ZP,6.62,75,1.976
0.38,COMP,1,A1BWS5AD2T4NIR,0,ZP,4.156,75,2.064
0.22,COMP,1,A1BWS5AD2T4NIR,0,ZP,5.199,75,2.184
0.08,COMP,1,A1BWS5AD2T4NIR,1,ZP,4.375,75,2.069
0.12,COMP,1,A1BWS5AD2T4NIR,0,ZP,6.14,150,2.162
0.13,COMP,1,A1BWS5AD2T4NIR,0,ZP,4.998,75,1.9
0.07,COMP,1,A1BWS5AD2T4NIR,1,ZP,4.759,75,1.713
0.02,COMP,1,A1BWS5AD2T4NIR,1,ZP,4.831,300,2.16
0.07,COMP,1,A1BWS5AD2T4NIR,1,ZP,4.073,75,1.777
0.02,COMP,1,A1BWS5AD2T4NIR,1,ZP,4.265,300,1.752
0.17,COMP,1,A1BWS5AD2T4NIR,0,ZP,3.792,300,1.834
0.03,COMP,1,A1BWS5AD2T4NIR,1,ZP,5.241,150,2.134
0.03,COMP,1,A1BWS5AD2T4NIR,1,ZP,3.999,75,1.672
0.12,COMP,1,A1BWS5AD2T4NIR,0,ZP,4.451,150,2.358
0.13,COMP,1,A1BWS5AD2T4NIR,0,ZP,4.514,150,2.5
0.02,COMP,1,A1BWS5AD2T4NIR,1,ZP,5.368,300,2.335
0.02,COMP,1,APGX2WZ59OWDN,1,WB,10.729,75,7.839
0.03,COMP,1,APGX2WZ59OWDN,1,WB,10.398,150,2.839
0.03,COMP,1,APGX2WZ59OWDN,1,WB,9.548,150,3.385
0.02,COMP,1,APGX2WZ59OWDN,1,WB,6.162,150,4.357
0.03,COMP,1,APGX2WZ59OWDN,1,WB,10.844,300,5.033
0.02,COMP,1,APGX2WZ59OWDN,1,WB,7.623,75,2.832
0.02,COMP,1,APGX2WZ59OWDN,1,WB,7.027,150,2.944
0.03,COMP,1,APGX2WZ59OWDN,1,WB,8.2,75,2.653
0.08,COMP,1,APGX2WZ59OWDN,1,WB,5.555,75,2.609
0.02,COMP,1,APGX2WZ59OWDN,1,WB,4.52,75,3.226
0.03,COMP,1,APGX2WZ59OWDN,1,WB,5.17,300,2.134
0.12,COMP,1,APGX2WZ59OWDN,0,WB,8.886,300,5.782
0.03,COMP,1,APGX2WZ59OWDN,1,WB,6.251,300,4.553
0.03,COMP,1,APGX2WZ59OWDN,1,WB,6.648,300,3.87
0.02,COMP,1,APGX2WZ59OWDN,1,WB,6.201,150,2.444
0.02,COMP,1,APGX2WZ59OWDN,1,WB,7.192,75,2.457
0.07,COMP,1,APGX2WZ59OWDN,1,WB,5.484,300,2.335
0.02,COMP,1,APGX2WZ59OWDN,1,WB,6.685,75,2.017
0.02,COMP,1,APGX2WZ59OWDN,1,WB,5.488,150,2.137
0.03,COMP,1,APGX2WZ59OWDN,1,WB,8.534,150,3.754
0.03,COMP,1,APGX2WZ59OWDN,1,WB,5.822,75,2.257
0.03,COMP,1,APGX2WZ59OWDN,1,WB,4.043,75,2.132
0.08,COMP,1,APGX2WZ59OWDN,1,WB,7.208,75,2.022
0.02,COMP,1,APGX2WZ59OWDN,1,WB,8.515,300,2.653
0.07,COMP,1,APGX2WZ59OWDN,1,WB,5.358,300,2.152
0.02,COMP,1,APGX2WZ59OWDN,1,WB,9.286,150,2.075
0.03,COMP,1,APGX2WZ59OWDN,1,WB,4.531,150,2.033
0.03,COMP,1,APGX2WZ59OWDN,1,WB,4.486,300,2.001
0.03,COMP,1,APGX2WZ59OWDN,1,WB,5.258,300,1.815
0.03,COMP,1,APGX2WZ59OWDN,1,WB,6.294,150,4.124
0.02,COMP,1,A3O5EU9QQV2OS1,1,KB,8.697,75,5.101
0.07,COMP,1,A3O5EU9QQV2OS1,1,KB,7.96,150,6.208
0.03,COMP,1,A3O5EU9QQV2OS1,1,KB,15.845,75,2.109
0.07,COMP,1,A3O5EU9QQV2OS1,1,KB,4.791,75,3.136
0.18,COMP,1,A3O5EU9QQV2OS1,0,KB,6.706,150,3.053
0.07,COMP,1,A3O5EU9QQV2OS1,1,KB,5.749,300,4.534
0.12,COMP,1,A3O5EU9QQV2OS1,0,KB,5.082,150,2.558
0.13,COMP,1,A3O5EU9QQV2OS1,0,KB,6.737,300,2.552
0.13,COMP,1,A3O5EU9QQV2OS1,0,KB,4.171,300,2.586
0.02,COMP,1,A3O5EU9QQV2OS1,1,KB,4.078,75,2.674
0.03,COMP,0,A3O5EU9QQV2OS1,1,KB,8.724,75,3.909
0.08,COMP,1,A3O5EU9QQV2OS1,1,KB,11.923,300,2.689
0.03,COMP,1,A3O5EU9QQV2OS1,1,KB,6.638,75,3.83
0.17,COMP,1,A3O5EU9QQV2OS1,0,KB,9.048,300,2.841
0.02,COMP,1,A3O5EU9QQV2OS1,1,KB,12.223,150,1.914
0.13,COMP,1,A3O5EU9QQV2OS1,0,KB,7.39,300,5.725
0.12,COMP,1,A3O5EU9QQV2OS1,0,KB,5.767,300,2.084
0.03,COMP,1,A3O5EU9QQV2OS1,1,KB,4.905,300,3.389
0.13,COMP,1,A3O5EU9QQV2OS1,0,KB,3.599,150,2.18
0.02,COMP,1,A3O5EU9QQV2OS1,1,KB,6.624,300,3.872
0.07,COMP,1,A3O5EU9QQV2OS1,1,KB,5.221,75,3.314
0.03,COMP,1,A3O5EU9QQV2OS1,1,KB,4.866,75,2.458
0.02,COMP,1,A3O5EU9QQV2OS1,1,KB,6.083,150,2.908
0.08,COMP,1,A3O5EU9QQV2OS1,1,KB,5.925,150,4.188
0.02,COMP,1,A3O5EU9QQV2OS1,1,KB,5.811,75,4.258
0.08,COMP,1,A3O5EU9QQV2OS1,1,KB,4.391,150,3.467
0.13,COMP,1,A3O5EU9QQV2OS1,0,KB,5.018,75,3.902
0.12,COMP,1,A3O5EU9QQV2OS1,0,KB,6.071,300,2.195
0.07,COMP,1,A3O5EU9QQV2OS1,1,KB,5.244,150,3.215
0.17,COMP,1,A3O5EU9QQV2OS1,0,KB,7.251,150,3.989
0.12,COMP,1,A2LC2DS8OH7NCA,0,TM,5.46,300,3.18
0.12,COMP,1,A2LC2DS8OH7NCA,0,TM,6.816,75,4.192
0.02,COMP,1,A2LC2DS8OH7NCA,1,TM,4.386,75,2.186
0.12,COMP,1,A2LC2DS8OH7NCA,0,TM,10.276,300,2.3
0.18,COMP,1,A2LC2DS8OH7NCA,0,TM,6.528,75,2.914
0.07,COMP,1,A2LC2DS8OH7NCA,1,TM,5.906,150,2.266
0.08,COMP,1,A2LC2DS8OH7NCA,1,TM,8.38,150,2.556
0.07,COMP,1,A2LC2DS8OH7NCA,1,TM,5.596,75,2.06
0.03,COMP,1,A2LC2DS8OH7NCA,1,TM,8.95,300,2.536
0.12,COMP,1,A2LC2DS8OH7NCA,0,TM,7.288,75,4.72
0.02,COMP,1,A2LC2DS8OH7NCA,1,TM,5.5,300,2.916
0.03,COMP,1,A2LC2DS8OH7NCA,1,TM,5.448,150,3.272
0.08,COMP,1,A2LC2DS8OH7NCA,1,TM,4.46,150,2.238
0.13,COMP,1,A2LC2DS8OH7NCA,0,TM,6.378,300,2.796
0.03,COMP,1,A2LC2DS8OH7NCA,1,TM,4.45,150,2.042
0.13,COMP,1,A2LC2DS8OH7NCA,0,TM,4.642,150,3.65
0.02,COMP,1,A2LC2DS8OH7NCA,1,TM,9.386,75,2.53
0.12,COMP,1,A2LC2DS8OH7NCA,0,TM,4.704,300,2.488
0.03,COMP,1,A2LC2DS8OH7NCA,1,TM,4.698,75,3.332
0.02,COMP,0,A2LC2DS8OH7NCA,1,TM,7.004,150,5.484
0.02,COMP,1,A2LC2DS8OH7NCA,1,TM,9.748,75,3.022
0.02,COMP,1,A2LC2DS8OH7NCA,1,TM,5.976,150,3.09
0.08,COMP,1,A2LC2DS8OH7NCA,1,TM,6.032,300,3.81
0.03,COMP,1,A2LC2DS8OH7NCA,1,TM,5.728,75,2.416
0.07,COMP,1,A2LC2DS8OH7NCA,1,TM,6.028,150,3.156
0.13,COMP,1,A2LC2DS8OH7NCA,0,TM,6.03,300,2.036
0.03,COMP,1,A2LC2DS8OH7NCA,1,TM,6.128,150,2.376
0.03,COMP,1,A2LC2DS8OH7NCA,1,TM,6.166,75,2.632
0.02,COMP,1,A2LC2DS8OH7NCA,1,TM,5.452,300,2.332
0.12,COMP,1,A2LC2DS8OH7NCA,0,TM,4.588,300,2.756
0.07,COMP,1,ARG392N6HWZCJ,1,KB,8.902,300,3.943
0.08,COMP,1,ARG392N6HWZCJ,1,KB,3.744,150,2.04
0.13,COMP,1,ARG392N6HWZCJ,0,KB,3.752,75,1.948
0.03,COMP,1,ARG392N6HWZCJ,1,KB,4.3,300,2.541
0.18,COMP,1,ARG392N6HWZCJ,0,KB,9.445,150,6.45
0.02,COMP,1,ARG392N6HWZCJ,1,KB,4.705,150,3.533
0.02,COMP,1,ARG392N6HWZCJ,1,KB,5.223,75,2.979
0.07,COMP,1,ARG392N6HWZCJ,1,KB,6.599,75,3.5
0.02,COMP,1,ARG392N6HWZCJ,1,KB,5.498,300,3.943
0.03,COMP,1,ARG392N6HWZCJ,1,KB,4.698,75,2.854
0.07,COMP,1,ARG392N6HWZCJ,1,KB,5.067,150,3.811
0.08,COMP,1,ARG392N6HWZCJ,1,KB,5.769,300,3.818
0.13,COMP,1,ARG392N6HWZCJ,0,KB,5.776,150,2.72
0.02,COMP,1,ARG392N6HWZCJ,1,KB,3.71,300,2.847
0.02,COMP,1,ARG392N6HWZCJ,1,KB,6.215,150,3.816
0.07,COMP,1,ARG392N6HWZCJ,1,KB,7.59,75,6.098
0.18,COMP,1,ARG392N6HWZCJ,0,KB,13.827,75,4.968
0.07,COMP,1,ARG392N6HWZCJ,1,KB,4.858,150,3.147
0.02,COMP,1,ARG392N6HWZCJ,1,KB,7.8,150,6.377
0.13,COMP,1,ARG392N6HWZCJ,0,KB,3.11,300,2.026
0.13,COMP,1,ARG392N6HWZCJ,0,KB,3.144,75,1.912
0.07,COMP,1,ARG392N6HWZCJ,1,KB,7.277,75,2.447
0.07,COMP,1,ARG392N6HWZCJ,1,KB,3.527,150,2.464
0.03,COMP,1,ARG392N6HWZCJ,1,KB,3.524,150,2.853
0.23,COMP,1,ARG392N6HWZCJ,0,KB,3.123,300,1.931
0.07,COMP,1,ARG392N6HWZCJ,1,KB,3.252,300,2.292
0.08,COMP,1,ARG392N6HWZCJ,1,KB,2.942,300,2.223
0.17,COMP,1,ARG392N6HWZCJ,0,KB,3.077,75,2.166
0.03,COMP,1,ARG392N6HWZCJ,1,KB,5.944,300,2.241
0.08,COMP,1,ARG392N6HWZCJ,1,KB,3.463,75,2.706
0.03,COMP,1,A26UIS59SY4NM6,1,KB,9.455,150,3.992
0.03,COMP,1,A26UIS59SY4NM6,1,KB,4.845,150,3.358
0.03,COMP,1,A26UIS59SY4NM6,1,KB,14.728,75,4.442
0.18,COMP,1,A26UIS59SY4NM6,0,KB,7.667,150,4.524
0.13,COMP,1,A26UIS59SY4NM6,0,KB,8.439,300,5.751
0.08,COMP,1,A26UIS59SY4NM6,1,KB,7.632,300,5.328
0.02,COMP,1,A26UIS59SY4NM6,1,KB,5.911,75,3.503
0.12,COMP,1,A26UIS59SY4NM6,0,KB,7.323,300,4.292
0.13,COMP,1,A26UIS59SY4NM6,0,KB,8.535,300,5.488
0.02,COMP,1,A26UIS59SY4NM6,1,KB,5.607,150,3.68
0.02,COMP,1,A26UIS59SY4NM6,1,KB,8.041,75,4.249
0.03,COMP,1,A26UIS59SY4NM6,1,KB,7.565,75,3.685
0.03,COMP,1,A26UIS59SY4NM6,1,KB,5.458,150,2.506
0.13,COMP,1,A26UIS59SY4NM6,0,KB,7.528,75,3.561
0.12,COMP,1,A26UIS59SY4NM6,0,KB,5.222,300,3.086
0.07,COMP,1,A26UIS59SY4NM6,1,KB,6.546,150,3.035
0.47,COMP,1,A26UIS59SY4NM6,0,KB,7.313,300,4.011
0.02,COMP,1,A26UIS59SY4NM6,1,KB,5.604,300,3.165
0.02,COMP,1,A26UIS59SY4NM6,1,KB,5.112,75,3.304
0.02,COMP,1,A26UIS59SY4NM6,1,KB,7.867,75,3.372
0.08,COMP,1,A26UIS59SY4NM6,1,KB,8.554,150,5.594
0.08,COMP,1,A26UIS59SY4NM6,1,KB,9.202,150,5.546
0.02,COMP,0,A26UIS59SY4NM6,1,KB,7.38,75,3.181
0.07,COMP,1,A26UIS59SY4NM6,1,KB,6.969,300,2.897
0.03,COMP,1,A26UIS59SY4NM6,1,KB,5.512,150,4.233
0.03,COMP,1,A26UIS59SY4NM6,1,KB,4.587,150,2.987
0.03,COMP,1,A26UIS59SY4NM6,1,KB,5.435,75,3.404
